Taxon,UTMX,UTMY
Ateles belzebuth,370897.6391,9930447.848
Ateles belzebuth,370919.8974,9930447.853
Ateles belzebuth,370919.9003,9930434.587
Ateles belzebuth,370903.2037,9930447.85
Ateles belzebuth,370899.8647,9930448.954
Ateles belzebuth,370900.9813,9930432.372
Ateles belzebuth,370919.8974,9930447.853
Ateles belzebuth,370922.1232,9930447.854
Ateles belzebuth,370905.4293,9930448.956
Ateles belzebuth,370905.4295,9930447.85
Ateles belzebuth,370956.619,9930467.761
Ateles belzebuth,370919.8912,9930475.492
Ateles belzebuth,370955.4909,9930536.304
Ateles belzebuth,370962.1669,9930542.938
Ateles belzebuth,370966.6021,9930617.01
Ateles belzebuth,371045.6202,9930611.5
Ateles belzebuth,371077.8878,9930642.462
Ateles belzebuth,371079.0002,9930644.673
Ateles belzebuth,371086.7888,9930652.413
Ateles belzebuth,371086.7869,9930661.258
Ateles belzebuth,371086.7888,9930652.413
Ateles belzebuth,371075.6607,9930647.989
Ateles belzebuth,371086.7898,9930647.991
Ateles belzebuth,371078.9945,9930670.1
Ateles belzebuth,371075.6578,9930661.255
Ateles belzebuth,371103.4825,9930652.417
Ateles belzebuth,371081.2228,9930659.045
Ateles belzebuth,371083.4506,9930650.202
Ateles belzebuth,371090.131,9930636.937
Ateles belzebuth,371095.6882,9930670.104
Ateles belzebuth,371109.0459,9930657.946
Ateles belzebuth,371092.349,9930672.314
Ateles belzebuth,371131.3083,9930639.157
Ateles belzebuth,371168.0461,9930586.1
Ateles belzebuth,371283.7821,9930617.08
Ateles belzebuth,371340.5315,9930657.997
Ateles belzebuth,371344.9795,9930674.581
Ateles belzebuth,371387.2682,9930683.435
Ateles belzebuth,371415.0959,9930661.33
Ateles belzebuth,371457.3914,9930639.229
Ateles belzebuth,371457.397,9930613.802
Ateles belzebuth,371501.9188,9930589.49
Ateles belzebuth,371500.8066,9930586.173
Ateles belzebuth,371534.1951,9930580.653
Ateles belzebuth,371568.6951,9930581.766
Ateles belzebuth,371623.2277,9930581.778
Ateles belzebuth,371726.7457,9930503.309
Ateles belzebuth,371749.0075,9930486.731
Ateles belzebuth,371754.5867,9930420.4
Ateles belzebuth,371754.5836,9930434.772
Ateles belzebuth,371779.0854,9930354.074
Ateles belzebuth,371834.7411,9930307.654
Ateles belzebuth,371830.2907,9930302.126
Ateles belzebuth,371838.0767,9930322.027
Ateles belzebuth,371824.7279,9930294.386
Ateles belzebuth,371826.9496,9930313.18
Ateles belzebuth,371450.8537,9930009.077
Ateles belzebuth,371459.7569,9930009.079
Ateles belzebuth,371482.0156,9930006.872
Ateles belzebuth,371543.2247,9930011.308
Ateles belzebuth,371574.3824,9930027.898
Ateles belzebuth,371556.5781,9930017.944
Ateles belzebuth,371601.092,9930029.009
Ateles belzebuth,371587.7334,9930045.589
Ateles belzebuth,371612.2285,9929995.846
Ateles belzebuth,371520.9675,9930006.881
Ateles belzebuth,371515.4111,9929970.397
Ateles belzebuth,371495.3779,9929973.71
Ateles belzebuth,371528.7677,9929962.662
Ateles belzebuth,371451.9735,9929978.122
Ateles belzebuth,371417.4767,9929962.637
Ateles belzebuth,371370.753,9929879.712
Ateles belzebuth,371339.6004,9929839.906
Ateles belzebuth,371357.4105,9929824.432
Ateles belzebuth,371452.0414,9929674.102
Ateles belzebuth,371385.2817,9929607.755
Ateles belzebuth,371406.4195,9929640.926
Ateles belzebuth,371493.2215,9929663.056
Ateles belzebuth,371467.6209,9929679.633
Ateles belzebuth,371463.1759,9929649.783
Ateles belzebuth,371501.0255,9929602.253
Ateles belzebuth,371462.0724,9929607.772
Ateles belzebuth,371463.1851,9929608.878
Ateles belzebuth,371470.9762,9929605.563
Ateles belzebuth,371457.6208,9929607.771
Ateles belzebuth,371467.638,9929603.351
Ateles belzebuth,371426.4618,9929596.709
Ateles belzebuth,371396.413,9929597.808
Ateles belzebuth,371348.5641,9929570.159
Ateles belzebuth,371376.3906,9929553.582
Ateles belzebuth,371348.5656,9929563.526
Ateles belzebuth,371363.0347,9929558.001
Ateles belzebuth,371351.9031,9929569.054
